,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.89,0.63,0.81,0.8,0.93,0.71,0.02,0.82,0.76,0.96,0.75,0.62,0.9,1.3,0.74,0.67,0.93,0.91,0.8,0.76
extprosys.csv,0.76,0.87,0.02,0.85,0.94,0.61,0.8,0.9,0.78,1.0,0.82,1.02,0.88,0.93,0.74,0.85,1.0,0.69,0.93,0.86
freewrl.csv,0.74,0.97,0.67,0.7,0.76,0.81,0.77,0.7,0.63,0.04,0.69,0.44,0.67,0.92,0.57,0.68,0.85,0.94,0.61,0.67
glas.csv,0.5,0.92,0.67,0.67,0.85,0.75,0.63,0.54,0.73,0.68,0.81,0.61,0.74,0.77,0.05,0.55,0.81,0.6,0.65,0.86
ibatisdb.csv,1.0,0.87,0.89,0.7,0.74,0.75,0.97,0.85,0.77,0.9,0.75,1.27,0.86,0.7,0.61,0.03,0.84,0.7,0.64,0.76
japano.csv,0.63,1.01,0.93,0.7,0.51,0.22,0.59,0.74,0.94,0.64,0.8,1.0,1.0,0.82,1.0,0.97,0.78,0.9,0.65,0.91
lockss.csv,1.0,1.0,0.96,0.93,0.9,0.98,1.0,0.0,0.99,0.85,1.0,1.0,0.99,1.0,1.0,0.97,0.8,1.0,0.98,1.0
officefloor.csv,0.32,0.87,0.92,0.81,0.93,0.79,0.83,0.91,0.13,0.75,0.97,0.57,0.9,0.63,0.83,0.88,1.0,0.69,0.94,0.75
opennms.csv,1.02,0.79,1.0,0.14,0.59,0.91,0.85,0.83,0.77,0.64,0.73,0.88,0.97,1.01,1.0,0.84,0.83,0.87,0.91,0.92
papertoolkit.csv,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
primefaces.csv,0.66,0.72,0.97,0.84,0.82,0.96,0.86,0.74,0.89,0.58,0.76,0.09,0.94,0.58,0.75,0.87,0.84,0.0,0.72,0.84
rohxel.csv,0.81,0.87,0.66,0.82,0.03,0.68,0.87,0.9,0.67,0.69,0.83,0.2,0.59,0.68,0.67,0.83,0.87,0.95,0.72,0.9
roller.csv,0.44,0.74,0.68,0.73,0.6,0.63,0.63,0.49,0.64,0.71,0.02,0.56,0.53,0.46,0.71,0.77,0.85,0.8,0.76,0.76
sevenupdate.csv,0.77,0.0,0.98,0.79,0.67,1.0,0.94,0.65,0.85,0.76,0.72,1.0,0.55,1.08,1.0,0.84,0.85,0.61,0.74,0.72
soar.csv,0.52,0.89,0.71,0.83,0.63,0.8,0.93,0.86,0.77,0.83,0.75,1.03,0.92,0.73,0.93,0.69,0.03,0.64,0.77,0.83
web-cat.csv,1.0,0.88,0.96,0.85,0.61,0.72,0.97,0.93,0.92,0.78,0.9,0.96,1.0,1.03,0.96,0.98,0.94,0.91,0.84,0.0
xcf.csv,1.28,1.08,0.61,0.71,0.72,0.57,0.55,0.76,0.61,0.82,0.63,0.05,0.92,0.56,0.57,0.77,0.77,0.67,0.05,0.91
xfce.csv,1.3,0.79,0.47,0.68,0.63,0.67,0.61,0.6,0.76,0.72,0.69,0.55,0.02,0.57,0.58,0.63,0.87,0.7,0.69,0.8
