,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.89,0.5,0.41,0.79,0.91,0.67,0.01,0.82,0.72,0.96,0.63,0.0,0.88,0.83,0.6,0.65,0.92,0.89,0.73,0.55
extprosys.csv,0.76,0.83,0.01,0.84,0.91,0.56,0.73,0.9,0.74,1.0,0.8,1.0,0.77,0.87,0.44,0.84,1.0,0.52,0.8,0.68
freewrl.csv,0.74,0.83,0.57,0.52,0.73,0.56,0.56,0.43,0.44,0.0,0.55,0.0,0.4,0.63,0.47,0.61,0.36,0.89,0.3,0.61
glas.csv,0.5,0.67,0.3,0.4,0.64,0.56,0.35,0.35,0.67,0.25,0.47,0.0,0.42,0.38,0.0,0.51,0.56,0.44,0.27,0.52
ibatisdb.csv,0.01,0.5,0.21,0.4,0.45,0.44,0.0,0.5,0.06,0.46,0.29,1.0,0.31,0.2,0.13,0.0,0.24,0.26,0.43,0.32
japano.csv,0.63,1.0,0.93,0.56,0.45,0.22,0.47,0.66,0.93,0.58,0.69,1.0,1.0,0.75,1.0,0.97,0.64,0.85,0.57,0.9
lockss.csv,0.03,0.0,0.01,0.01,0.09,0.0,0.02,0.0,0.28,0.04,0.02,0.0,0.0,0.02,0.0,0.03,0.2,0.0,0.13,0.0
officefloor.csv,0.32,0.17,0.24,0.21,0.91,0.78,0.11,0.4,0.0,0.46,0.96,0.0,0.39,0.53,0.18,0.87,1.0,0.48,0.93,0.74
opennms.csv,0.18,0.17,0.03,0.0,0.0,0.0,0.07,0.14,0.13,0.46,0.12,0.0,0.01,0.12,0.02,0.08,0.56,0.33,0.1,0.23
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
primefaces.csv,0.66,0.67,0.97,0.78,0.64,0.89,0.83,0.73,0.85,0.17,0.75,0.0,0.94,0.58,0.73,0.87,0.32,0.0,0.6,0.84
rohxel.csv,0.81,0.83,0.53,0.81,0.0,0.67,0.85,0.87,0.63,0.67,0.82,0.0,0.17,0.68,0.25,0.8,0.84,0.93,0.7,0.9
roller.csv,0.44,0.67,0.51,0.45,0.27,0.33,0.28,0.26,0.62,0.25,0.02,0.0,0.34,0.32,0.07,0.34,0.56,0.19,0.33,0.19
sevenupdate.csv,0.77,0.0,0.98,0.66,0.09,1.0,0.92,0.41,0.84,0.75,0.53,1.0,0.34,0.4,1.0,0.84,0.16,0.26,0.43,0.65
soar.csv,0.52,0.83,0.54,0.69,0.45,0.78,0.9,0.82,0.71,0.58,0.69,1.0,0.88,0.65,0.93,0.69,0.0,0.63,0.73,0.81
web-cat.csv,0.03,0.0,0.06,0.22,0.36,0.22,0.0,0.22,0.3,0.67,0.35,0.0,0.0,0.25,0.18,0.25,0.88,0.11,0.3,0.0
xcf.csv,0.8,1.0,0.46,0.65,0.64,0.22,0.33,0.61,0.45,0.04,0.49,0.0,0.91,0.45,0.56,0.44,0.0,0.56,0.03,0.87
xfce.csv,0.83,0.67,0.37,0.53,0.55,0.44,0.38,0.51,0.76,0.46,0.55,0.0,0.01,0.57,0.31,0.6,0.4,0.63,0.6,0.65
