,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,70.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,287.0,4.0,1.0,0.0,1.0,62.0,8.0,39.0,0.0,2.0,3.0,1.0
extprosys.csv,62.0,0.0,1.0,4.0,0.0,0.0,16.0,6.0,298.0,4.0,0.0,0.0,1.0,20.0,8.0,15.0,0.0,2.0,7.0,1.0
freewrl.csv,67.0,0.0,0.0,5.0,0.0,0.0,9.0,3.0,27.0,0.0,2.0,0.0,1.0,35.0,1.0,8.0,5.0,0.0,1.0,0.0
glas.csv,42.0,0.0,8.0,1.0,0.0,0.0,0.0,6.0,111.0,2.0,0.0,0.0,2.0,22.0,0.0,22.0,1.0,0.0,4.0,9.0
ibatisdb.csv,104.0,0.0,10.0,5.0,0.0,0.0,0.0,15.0,18.0,5.0,6.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,5.0
japano.csv,50.0,0.0,2.0,0.0,0.0,0.0,2.0,10.0,271.0,2.0,0.0,0.0,1.0,15.0,6.0,15.0,0.0,4.0,4.0,1.0
lockss.csv,104.0,54.0,0.0,0.0,0.0,0.0,183.0,0.0,317.0,0.0,125.0,196.0,0.0,62.0,91.0,3.0,2.0,66.0,4.0,49.0
officefloor.csv,26.0,0.0,12.0,5.0,0.0,0.0,1.0,19.0,0.0,4.0,0.0,0.0,0.0,19.0,1.0,17.0,0.0,2.0,4.0,1.0
opennms.csv,104.0,0.0,186.0,0.0,0.0,0.0,4.0,0.0,85.0,2.0,0.0,0.0,0.0,62.0,91.0,4.0,1.0,3.0,3.0,0.0
papertoolkit.csv,104.0,0.0,186.0,104.0,49.0,133.0,183.0,113.0,1376.0,50.0,125.0,0.0,250.0,0.0,91.0,140.0,55.0,66.0,61.0,49.0
primefaces.csv,46.0,0.0,2.0,0.0,1.0,0.0,16.0,2.0,323.0,1.0,0.0,0.0,1.0,9.0,1.0,43.0,1.0,0.0,1.0,0.0
rohxel.csv,61.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,368.0,3.0,0.0,0.0,0.0,15.0,3.0,14.0,0.0,2.0,4.0,1.0
roller.csv,27.0,0.0,1.0,3.0,1.0,0.0,6.0,0.0,249.0,3.0,0.0,0.0,1.0,1.0,0.0,11.0,3.0,0.0,5.0,2.0
sevenupdate.csv,62.0,0.0,2.0,3.0,0.0,0.0,15.0,18.0,287.0,3.0,4.0,0.0,0.0,62.0,6.0,17.0,1.0,0.0,5.0,3.0
soar.csv,37.0,0.0,0.0,3.0,0.0,0.0,16.0,6.0,235.0,4.0,1.0,0.0,1.0,20.0,6.0,6.0,0.0,1.0,3.0,3.0
web-cat.csv,104.0,0.0,6.0,9.0,0.0,0.0,0.0,17.0,251.0,4.0,0.0,0.0,250.0,62.0,2.0,12.0,0.0,2.0,2.0,0.0
xcf.csv,104.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,116.0,0.0,3.0,0.0,1.0,8.0,2.0,11.0,0.0,1.0,0.0,8.0
xfce.csv,104.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,217.0,2.0,0.0,0.0,0.0,6.0,3.0,23.0,2.0,0.0,8.0,0.0
