,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.86,0.86,0.0,0.4,0.89,0.75
arsenal-1.csv,0.39,0.75,0.41,0.0,0.88,0.94
barracudamvc.csv,0.47,0.31,0.37,0.35,0.39,0.55
mevenide.csv,0.37,0.48,0.67,0.67,0.83,0.72
mumble.csv,0.39,0.29,0.46,0.89,0.47,0.67
openintents.csv,0.62,0.57,0.36,0.36,0.7,0.49
