,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.09,0.91,0.75,0.23,0.66,0.05,0.22,0.04
aztec.csv,0.18,0.36,0.1,0.46,0.3,0.93,0.54,0.59
jbpm.csv,0.51,0.0,0.92,0.35,0.18,0.45,0.5,0.46
mediate.csv,0.37,0.64,0.63,0.57,0.96,0.59,0.41,0.54
mycila.csv,0.0,0.23,0.12,0.1,0.06,0.0,1.0,0.2
neodatis-odb.csv,0.49,0.47,0.34,1.0,0.38,0.41,0.23,0.46
nsis.csv,1.0,0.5,0.45,0.49,0.57,0.09,0.48,0.38
rodin-b-sharp.csv,0.09,0.05,0.18,0.04,0.31,0.0,0.0,0.97
