,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.0,0.0,0.02,0.0
k3b.csv,0.32,0.07,0.45,0.4,0.04
myfaces.csv,0.75,0.89,0.48,0.0,0.21
robocode.csv,0.04,0.48,0.55,0.44,0.33
zildo.csv,0.11,0.0,0.18,0.24,0.58
