,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.41,0.2,0.96,0.44,0.46,0.37,0.8
glelite.csv,0.45,0.19,0.69,0.64,0.82,0.45,1.0
moving-pictures.csv,0.38,0.21,0.57,1.0,0.35,0.46,0.65
plearn.csv,0.97,0.0,0.62,0.43,0.37,0.72,0.76
re2c.csv,0.41,1.0,0.64,0.33,0.52,0.71,0.63
rebecca-aiml.csv,0.42,0.17,0.65,0.35,0.48,1.0,0.47
xfce.csv,0.43,0.2,0.54,0.62,0.99,0.47,0.78
