,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.25,0.65,0.2,0.1,0.06,0.48,0.82,0.42,0.09,0.5,0.33,0.0,0.28,0.16,0.38,0.28,0.66,0.24,0.31,0.15
autofac.csv,0.65,0.07,0.74,0.56,0.4,0.61,0.31,0.66,0.43,0.57,0.44,0.64,0.52,0.52,0.4,0.64,0.71,0.57,0.58,0.64
azureus.csv,0.05,0.54,0.13,0.54,0.49,0.17,0.45,0.21,0.6,0.73,0.0,0.56,0.32,0.52,0.35,0.6,0.52,0.52,0.75,0.68
coot.csv,0.32,0.05,0.39,0.51,0.52,0.44,0.43,0.55,0.38,0.5,0.28,0.41,0.0,0.54,0.5,0.68,0.4,0.49,0.31,0.49
cuberok.csv,0.26,0.39,0.57,0.62,0.72,0.59,0.55,0.68,0.64,0.58,0.51,0.71,0.33,0.44,0.57,0.35,0.63,0.41,0.52,0.67
dsworkbench.csv,0.04,0.74,0.04,0.14,0.17,0.32,0.4,0.15,0.31,0.17,0.0,0.0,0.15,0.32,0.0,0.18,0.42,0.25,0.18,0.19
gabel.csv,0.57,0.38,0.33,0.43,0.45,0.48,0.42,0.76,0.47,0.43,0.33,0.0,0.07,0.27,0.07,0.36,0.68,0.28,0.27,0.16
gephex.csv,0.6,0.24,0.39,0.43,0.46,0.54,0.0,0.44,0.0,0.36,0.29,0.0,0.51,0.65,0.68,0.47,0.0,0.21,0.53,0.44
haggle.csv,0.63,0.52,0.33,0.64,0.06,0.45,0.1,0.53,0.25,0.42,0.34,0.0,0.46,0.51,0.39,0.53,0.5,0.45,0.27,0.16
icescrum.csv,0.57,0.55,0.2,0.45,0.53,0.58,0.56,0.59,0.46,0.54,0.69,0.0,0.33,0.47,0.28,0.5,0.88,0.4,0.57,0.53
javaprofiler.csv,0.63,0.23,0.59,0.21,0.53,0.62,0.39,0.65,0.26,0.46,0.68,0.38,0.73,0.49,0.73,0.55,0.23,0.4,0.76,0.65
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.6,0.42,0.51,0.56,0.55,0.7,0.47,0.6,0.46,0.64,0.58,0.0,0.65,0.48,0.42,0.62,0.23,0.45,0.64,0.42
octet.csv,0.18,0.54,0.59,0.44,0.45,0.62,0.71,0.42,0.5,0.48,0.84,0.0,0.21,0.61,0.26,0.56,0.58,0.58,0.67,0.32
openefm.csv,0.68,0.51,0.2,0.53,0.47,0.54,0.68,0.27,0.49,0.36,0.33,0.7,0.41,0.45,0.2,0.54,0.7,0.44,0.43,0.51
rcp-company-uibindings.csv,0.31,0.57,0.51,0.53,0.57,0.58,0.43,0.42,0.44,0.56,0.32,0.0,0.5,0.52,0.35,0.63,0.41,0.52,0.86,0.28
servicestack.csv,0.04,0.29,0.43,0.01,0.0,0.28,0.14,0.0,0.0,0.13,0.17,0.0,0.68,0.0,0.07,0.0,0.19,0.0,0.11,0.01
synecdoche.csv,0.62,0.56,0.63,0.28,0.0,0.64,0.44,0.68,0.55,0.77,0.31,0.0,0.47,0.54,0.59,0.58,0.47,0.65,0.45,0.37
tmva.csv,0.05,0.5,0.23,0.58,0.64,0.45,0.5,0.29,0.76,0.36,0.36,0.0,0.09,0.54,0.57,0.29,0.32,0.42,0.0,0.35
wsmt.csv,0.28,0.29,0.45,0.11,0.0,0.24,0.1,0.14,0.04,0.11,0.17,0.61,0.38,0.12,0.81,0.06,0.0,0.0,0.56,0.58
