,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.68,0.65,0.62,0.4,0.63,0.77
empyrean.csv,0.71,0.0,0.0,0.0,0.0,0.0
impala.csv,0.67,0.58,0.17,0.6,0.66,0.5
multitude.csv,0.86,0.83,0.89,0.96,0.65,0.91
nutz.csv,0.48,0.54,0.69,0.56,0.78,0.86
pi-qmc.csv,0.43,0.52,0.63,0.6,0.66,0.77
