,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.8,0.74,0.32,0.09,0.62,0.32
empyrean.csv,0.84,0.0,0.0,0.0,0.0,0.0
impala.csv,0.66,0.38,0.11,0.26,0.52,0.39
multitude.csv,0.65,0.49,0.28,0.12,0.76,0.44
nutz.csv,0.66,0.38,0.56,0.13,0.49,0.27
pi-qmc.csv,0.62,0.53,0.42,0.11,0.58,0.63
