,f1,g,recall,precision,pf,wins
alpine.csv,0.51,0.37,0.65,0.5,0.5,6
autat.csv,0.46,0.45,0.4,0.72,0.21,13
critterding.csv,0.64,0.54,0.83,0.6,0.79,11
elateportal.csv,0.6,0.52,0.69,0.65,0.57,15
factor.csv,0.39,0.37,0.32,0.62,0.16,7
fceugc.csv,0.52,0.54,0.55,0.62,0.56,9
jstock.csv,0.51,0.5,0.47,0.72,0.24,16
keyczar.csv,0.22,0.21,0.18,0.33,0.28,1
mimosa.csv,0.64,0.4,0.82,0.54,0.83,8
miranda.csv,0.14,0.1,0.11,0.71,0.17,2
nativeclient.csv,0.43,0.56,0.57,0.62,0.33,14
ogre.csv,0.42,0.44,0.66,0.46,0.69,4
openfrag.csv,0.58,0.59,0.73,0.71,0.42,17
qdvdauthor.csv,0.54,0.4,0.6,0.5,0.65,5
qse.csv,0.4,0.44,0.44,0.67,0.24,10
reactos-mirror.csv,0.67,0.67,0.73,0.66,0.49,18
sandiaportals.csv,0.55,0.56,0.65,0.53,0.47,12
synergyspace.csv,0.32,0.34,0.31,0.62,0.31,3
uclmda.csv,0.1,0.07,0.06,0.31,0.13,0
