,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.09,0.68,0.25,0.59,0.69,0.17,0.53,0.11,0.38,0.49,0.38,0.03,1.0,0.75,0.57
grafx2.csv,0.12,0.77,0.23,0.62,1.0,0.21,0.52,0.17,0.34,0.47,0.33,0.03,0.87,0.75,0.78
keyczar.csv,0.04,0.68,0.19,0.64,0.58,0.23,0.55,0.07,0.14,0.45,0.25,0.03,0.83,0.96,0.65
lmms.csv,0.09,1.0,0.33,0.61,0.65,0.21,0.61,0.21,0.34,0.47,0.28,0.04,0.81,0.77,0.64
lufa-lib.csv,0.13,0.7,0.33,0.71,0.47,0.26,0.53,0.08,0.35,0.98,0.33,0.0,0.91,0.87,0.64
netatalk.csv,0.16,0.77,0.36,1.0,0.89,0.33,0.72,0.47,0.42,0.59,1.0,0.02,1.0,1.0,0.85
openmeetings.csv,0.18,0.86,1.0,0.78,0.84,0.29,0.69,0.26,0.51,0.6,0.67,0.0,1.0,1.0,1.0
openxava.csv,0.08,0.57,0.15,0.9,0.73,0.17,0.59,1.0,0.24,0.36,0.3,0.03,0.8,0.64,0.57
pgui.csv,0.19,0.69,0.37,0.64,0.5,0.27,0.42,0.26,1.0,0.46,0.54,0.03,0.8,0.83,0.75
qpe.csv,1.0,0.6,0.12,0.36,0.38,0.14,0.3,0.22,0.42,0.46,0.67,0.0,0.81,0.67,1.0
quickfast.csv,0.1,0.73,0.25,0.74,0.81,0.2,0.6,0.09,0.36,0.38,0.42,0.04,0.84,0.81,1.0
rsyslog.csv,0.1,0.68,0.15,1.0,0.65,0.18,0.55,0.09,0.32,0.43,0.34,0.04,0.82,0.88,0.6
sylpheed-claws.csv,0.09,0.68,0.11,0.5,0.75,0.15,0.98,0.15,0.23,0.43,0.32,0.02,0.87,0.81,0.77
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
yale.csv,0.16,0.64,0.12,0.36,0.49,1.0,0.44,0.67,0.2,0.4,0.24,0.01,0.82,0.77,0.76
