,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.0,0.0,15.0,4.0,1.0,81.0,0.0,33.0,0.0,0.0,1.0,45.0,0.0,3.0,2.0
grafx2.csv,15.0,0.0,27.0,1.0,0.0,28.0,3.0,21.0,2.0,1.0,0.0,41.0,1.0,1.0,0.0
keyczar.csv,72.0,0.0,2.0,0.0,0.0,26.0,0.0,1.0,2.0,10.0,2.0,16.0,0.0,0.0,0.0
lmms.csv,66.0,0.0,9.0,3.0,2.0,16.0,4.0,1.0,1.0,11.0,0.0,41.0,0.0,2.0,7.0
lufa-lib.csv,0.0,1.0,6.0,1.0,2.0,19.0,1.0,33.0,2.0,0.0,0.0,119.0,2.0,0.0,0.0
netatalk.csv,23.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0
openmeetings.csv,2.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,2.0,0.0,119.0,0.0,0.0,0.0
openxava.csv,0.0,1.0,19.0,1.0,1.0,31.0,1.0,0.0,6.0,11.0,3.0,37.0,1.0,3.0,11.0
pgui.csv,8.0,0.0,7.0,3.0,0.0,13.0,3.0,10.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0
qpe.csv,0.0,0.0,45.0,3.0,2.0,73.0,3.0,2.0,2.0,5.0,1.0,119.0,0.0,0.0,0.0
quickfast.csv,46.0,0.0,16.0,1.0,0.0,13.0,0.0,61.0,0.0,4.0,3.0,20.0,0.0,0.0,0.0
rsyslog.csv,46.0,0.0,24.0,0.0,1.0,7.0,1.0,27.0,0.0,11.0,0.0,36.0,0.0,0.0,1.0
sylpheed-claws.csv,0.0,2.0,22.0,2.0,1.0,72.0,0.0,32.0,1.0,3.0,0.0,31.0,2.0,0.0,1.0
xqilla.csv,499.0,206.0,155.0,49.0,80.0,962.0,232.0,147.0,168.0,293.0,51.0,0.0,79.0,62.0,78.0
yale.csv,13.0,0.0,42.0,10.0,2.0,0.0,0.0,0.0,3.0,9.0,1.0,72.0,0.0,3.0,0.0
