,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,97.5,94.5,186.0,388.5,98.5,98.5,0.0,914.5,560.0,97.5,282.5,98.5
freedom-erp.csv,97.5,83.5,99.0,75.5,93.5,0.0,94.5,0.0,369.0,346.0,0.0,92.5
javaprofiler.csv,190.0,99.0,97.5,293.0,98.5,197.5,778.5,2765.5,182.0,97.5,375.0,98.5
jmoney.csv,97.5,97.5,95.5,86.5,98.5,98.5,290.0,1286.0,152.0,366.0,379.0,98.5
jsidplay2.csv,97.5,97.5,99.0,287.0,97.5,98.5,778.5,1135.5,468.5,457.5,182.0,98.5
reaper3d.csv,97.5,97.5,98.5,91.5,417.5,98.5,382.5,1521.5,158.0,97.5,379.0,94.5
servicestack.csv,68.5,0.0,0.0,92.5,163.0,6.5,92.5,58.0,339.0,73.0,0.0,61.5
springside.csv,190.0,99.0,98.5,290.5,423.5,197.5,289.5,4037.0,468.5,457.5,379.0,94.5
swtfox.csv,94.5,99.0,97.5,195.5,98.5,197.5,149.0,1013.0,0.0,97.5,379.0,98.5
synecdoche.csv,97.5,97.5,99.0,188.0,850.0,98.5,583.5,1244.0,468.5,366.0,187.0,98.5
tmva.csv,449.5,97.5,99.0,489.5,775.5,197.5,778.5,2825.0,564.0,701.5,282.5,98.5
wsmt.csv,304.0,74.5,168.0,290.5,96.5,98.5,192.0,112.0,370.0,97.5,85.5,97.5
