,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.75,0.79,0.81,0.65,0.76,0.8,0.85,0.9,0.57,0.83,0.73,0.71,0.84,0.71,0.86,0.84,0.64,0.91
bscwweasel.csv,0.58,0.97,0.59,0.83,0.41,0.54,0.56,0.59,0.73,0.91,0.79,0.44,0.7,0.83,0.86,0.56,0.8,0.52
capcode.csv,0.91,0.97,0.79,0.91,0.75,0.78,0.4,0.64,0.7,0.79,0.77,0.95,0.55,0.82,0.81,0.72,0.57,0.61
dspace-gsoc.csv,0.44,0.97,0.84,0.42,0.9,0.96,1.0,0.92,0.85,0.83,0.39,1.04,0.84,0.75,0.95,0.78,0.66,0.98
emite.csv,0.73,0.6,0.91,0.88,0.92,0.83,1.04,0.75,0.89,0.83,0.74,1.0,0.94,0.74,0.46,0.91,0.91,0.75
fbmanager.csv,0.64,0.5,0.68,0.38,0.67,0.51,0.61,0.78,0.9,0.84,0.72,0.48,0.52,0.76,1.0,0.89,0.62,0.55
freenet.csv,0.73,0.88,0.87,0.8,0.87,0.75,0.75,0.52,0.76,0.68,0.82,0.96,0.55,0.93,0.75,0.66,0.52,0.77
geogebra.csv,0.56,0.96,0.62,0.59,0.6,0.62,0.57,0.67,0.98,0.67,0.55,0.69,0.5,0.69,0.87,0.45,0.66,0.45
megameknet.csv,0.44,0.98,0.71,0.6,0.57,0.7,0.88,0.54,0.81,0.75,0.73,0.56,0.41,0.68,0.72,0.67,0.72,0.55
ondex.csv,0.59,0.98,0.66,0.8,0.63,0.66,0.81,0.52,0.78,0.64,0.64,1.01,0.58,0.53,0.65,0.58,0.49,0.67
onotoa.csv,0.94,0.94,0.74,0.88,0.93,0.91,0.77,0.77,0.7,0.64,0.86,1.26,0.68,0.68,0.86,0.94,0.63,0.85
paintown.csv,0.35,1.0,0.65,0.78,0.99,0.92,1.0,0.62,0.67,0.85,0.71,0.94,0.94,0.93,0.79,0.93,0.86,0.97
powerfolder.csv,0.59,0.81,0.82,0.54,0.64,0.48,0.96,0.74,0.81,0.67,0.74,0.1,0.71,0.77,0.94,0.67,0.52,0.73
retromenu.csv,0.85,0.79,0.77,0.58,0.81,0.35,0.94,0.59,0.83,0.72,0.83,0.6,0.65,0.63,0.7,0.7,0.54,0.63
smbopensoft.csv,0.95,0.29,0.78,0.87,0.68,0.87,0.89,0.91,0.65,0.76,0.7,0.73,0.69,0.8,0.68,0.76,0.77,0.56
triplea.csv,0.54,0.91,0.42,0.57,0.76,1.0,0.82,0.89,0.72,0.75,0.9,0.87,0.54,0.82,0.76,0.67,0.83,0.85
tweetsharp.csv,0.75,0.94,0.97,0.83,0.75,0.8,0.77,0.86,0.79,0.92,0.71,1.11,0.86,0.76,0.82,0.87,0.33,0.89
xamj.csv,0.57,0.5,0.71,0.63,0.56,0.76,0.77,0.86,0.74,0.68,0.65,0.33,0.75,0.81,0.86,0.51,0.79,0.42
