,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.33,0.38,0.98,0.15,0.18,0.0,0.1
foursquared.csv,0.48,0.13,0.38,0.83,0.0,0.0,0.34
ifmo-game-1.csv,0.84,0.0,0.37,0.29,0.27,0.0,0.33
jmule.csv,0.6,0.58,0.79,0.61,0.47,0.81,0.87
micomt.csv,0.49,0.53,0.48,0.09,0.72,0.33,0.46
voms.csv,0.57,0.88,0.36,0.72,0.51,0.57,0.0
