,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.18,0.27,0.5,0.22,0.25,0.0,0.15
foursquared.csv,0.27,0.12,0.13,0.77,0.0,0.0,0.44
ifmo-game-1.csv,0.38,0.0,0.11,0.32,0.21,0.0,0.37
jmule.csv,0.17,0.29,0.13,0.58,0.34,0.03,0.84
micomt.csv,0.16,0.2,0.07,0.52,0.58,0.02,0.57
voms.csv,0.19,0.59,0.09,0.64,0.55,0.02,0.0
