,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,3.0,6.0,3.0,0.0,0.0,117.0,0.0
foursquared.csv,0.0,7.0,7.0,0.0,71.0,117.0,0.0
ifmo-game-1.csv,1.0,74.0,9.0,2.0,10.0,117.0,1.0
jmule.csv,4.0,3.0,17.0,0.0,3.0,42.0,0.0
micomt.csv,4.0,10.0,25.0,2.0,1.0,87.0,7.0
voms.csv,2.0,0.0,22.0,0.0,1.0,73.0,52.0
