,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.73,0.68,0.09,0.88,0.85,1.02,0.92
foursquared.csv,0.59,0.9,0.69,0.24,1.0,1.02,0.71
ifmo-game-1.csv,0.29,1.0,0.7,0.77,0.8,1.05,0.75
jmule.csv,0.69,0.55,0.57,0.76,0.85,0.54,0.21
micomt.csv,0.83,0.72,0.85,0.98,0.34,0.91,0.85
voms.csv,0.6,0.19,0.9,0.39,0.54,0.79,1.0
