,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.57,0.68,0.57,0.53,0.95,0.67,0.43
amateur-scrolls.csv,0.35,0.41,0.6,0.0,0.65,0.0,0.35
arcallians.csv,0.73,0.73,0.78,0.45,1.0,0.5,0.54
gebr.csv,0.99,0.98,1.0,0.64,1.0,0.89,0.94
jfreereport.csv,0.43,0.23,0.28,0.16,0.65,0.42,0.15
kml.csv,0.99,1.0,0.98,0.56,1.0,0.75,0.94
multitude.csv,0.66,0.32,0.72,0.9,0.95,0.83,0.66
