,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.67,0.99,0.33,0.69,0.65,0.11,0.36,0.11,0.9
gdis.csv,0.7,0.46,0.31,0.66,0.68,0.22,0.45,0.24,1.0
kml.csv,0.71,0.51,0.41,0.59,1.0,0.37,0.38,0.31,0.69
ppcboot.csv,0.75,0.47,0.42,0.98,0.7,0.13,0.58,0.32,0.7
repositorium.csv,0.42,0.23,0.14,0.55,0.41,0.95,0.32,0.24,0.72
rsyslog.csv,0.98,0.44,0.44,0.62,0.59,0.09,0.37,0.33,0.73
ultimairis.csv,0.7,0.46,0.37,0.32,0.69,0.24,1.0,0.27,0.72
wow-qrsk.csv,0.67,0.43,0.97,0.68,0.28,0.0,0.17,0.1,0.69
xbg.csv,0.19,0.09,0.27,0.08,0.14,0.11,0.34,1.0,0.03
