,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.0,0.98,0.55,0.0,0.0,0.11,0.3,0.14,0.0
gdis.csv,0.71,0.48,0.49,0.62,0.63,0.61,0.54,0.6,1.0
kml.csv,0.72,0.67,0.64,0.57,1.0,0.5,0.37,0.63,0.59
ppcboot.csv,0.73,0.66,0.62,0.98,0.71,0.21,0.63,0.75,0.6
repositorium.csv,0.4,0.24,0.29,0.32,0.41,0.93,0.25,0.29,0.27
rsyslog.csv,0.99,0.58,0.66,0.6,0.57,0.21,0.4,0.54,0.57
ultimairis.csv,0.7,0.65,0.67,0.26,0.72,0.4,1.0,0.66,0.62
wow-qrsk.csv,0.0,0.59,0.97,0.13,0.25,0.0,0.13,0.14,0.38
xbg.csv,0.15,0.06,0.32,0.06,0.1,0.11,0.34,1.0,0.02
