,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,1.0,0.03,0.61,1.0,1.0,0.91,0.75,0.89,1.0
gdis.csv,0.51,0.84,0.83,0.7,0.72,0.7,0.79,0.72,0.0
kml.csv,0.54,0.49,0.5,0.57,0.0,0.56,0.7,0.51,0.57
ppcboot.csv,0.37,0.64,0.5,0.03,0.41,0.84,0.46,0.54,0.46
repositorium.csv,0.88,0.83,0.97,0.95,0.89,0.09,0.79,0.76,0.98
rsyslog.csv,0.04,0.58,0.47,0.67,0.53,0.89,0.69,0.55,0.71
ultimairis.csv,0.46,0.67,0.62,0.8,0.49,0.67,0.0,0.62,0.45
wow-qrsk.csv,1.0,0.74,0.04,0.97,0.85,1.0,0.9,0.9,0.92
xbg.csv,0.89,0.95,0.75,0.96,0.93,0.91,0.73,0.0,1.01
