,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.96,0.98,0.54,1.0,1.0,0.09,0.26,0.12,1.0
gdis.csv,0.77,0.95,0.8,0.78,0.92,0.73,0.77,0.75,1.0
kml.csv,0.81,0.68,0.64,0.55,1.0,0.45,0.32,0.62,0.58
ppcboot.csv,0.73,0.78,0.6,0.98,0.72,0.18,0.6,0.88,0.56
repositorium.csv,0.42,0.2,0.28,0.69,0.44,0.91,0.21,0.25,0.68
rsyslog.csv,1.0,0.57,0.65,0.68,0.53,0.18,0.36,0.5,0.65
ultimairis.csv,0.73,0.8,0.79,0.22,0.78,0.36,1.0,0.75,0.58
wow-qrsk.csv,0.96,0.78,0.96,0.96,0.22,0.0,0.11,0.12,0.63
xbg.csv,0.12,0.05,0.28,0.05,0.08,0.09,0.3,1.0,0.02
