,xharbour.csv,graphmak.csv,megasquirtavr.csv,pdfedit.csv,atomsite.csv,hazelcast.csv,betoffice.csv,bnetd.csv,twostep.csv,stajistics.csv
atomsite.csv,0.2,0.88,0.9,0.35,0.95,0.36,0.44,0.26,0.81,0.7
betoffice.csv,0.22,0.16,0.1,0.44,0.18,0.27,0.93,0.21,0.19,0.23
bnetd.csv,0.99,0.96,0.85,0.81,0.86,0.71,0.91,0.97,0.92,0.73
graphmak.csv,0.2,0.92,0.35,0.09,0.05,0.18,0.07,0.13,0.19,0.27
hazelcast.csv,0.71,1.0,0.6,0.91,0.91,1.0,0.8,0.77,0.96,0.9
megasquirtavr.csv,0.33,0.92,0.8,0.37,0.77,0.93,0.67,0.23,1.0,0.93
pdfedit.csv,0.41,0.44,0.25,0.98,0.45,0.49,0.42,0.44,0.38,0.6
stajistics.csv,0.21,0.6,0.15,0.26,0.82,0.47,0.16,0.44,0.81,0.83
twostep.csv,0.68,0.68,0.65,0.4,0.73,0.6,0.62,0.54,0.96,0.63
xharbour.csv,0.99,0.8,0.6,0.58,0.55,0.76,0.44,0.85,0.73,0.8
