,xharbour.csv,graphmak.csv,megasquirtavr.csv,pdfedit.csv,atomsite.csv,hazelcast.csv,betoffice.csv,bnetd.csv,twostep.csv,stajistics.csv
atomsite.csv,0.94,0.4,0.28,0.47,1.0,1.0,0.45,0.59,0.33,0.38
betoffice.csv,0.66,0.44,0.67,0.54,0.31,0.94,1.0,0.57,0.13,0.41
bnetd.csv,0.82,0.39,0.29,0.53,0.42,1.0,0.51,0.95,0.37,0.31
graphmak.csv,0.94,1.0,0.58,0.44,0.25,1.0,0.5,0.83,0.71,0.57
hazelcast.csv,0.87,0.37,0.35,0.51,0.39,1.0,0.51,0.61,0.4,0.36
megasquirtavr.csv,0.81,0.37,1.0,0.43,0.37,0.88,0.53,0.75,0.39,0.36
pdfedit.csv,0.9,0.29,0.29,0.98,0.32,0.96,0.58,0.53,0.24,0.3
stajistics.csv,0.9,0.43,0.12,0.58,0.35,0.96,0.47,0.5,0.54,0.96
twostep.csv,0.88,0.46,0.21,0.47,0.38,0.97,0.47,0.62,1.0,0.48
xharbour.csv,0.99,0.34,0.38,0.57,0.36,0.86,0.44,0.51,0.34,0.3
