,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.54,0.97,0.82,0.64,0.47,0.45,0.66,0.96,0.62,0.74,0.59,0.63,0.49,0.6,0.75,0.78,0.52,0.43
decidr.csv,0.62,0.56,0.63,0.9,0.87,0.96,0.35,1.0,1.0,0.9,0.71,0.73,0.81,0.95,0.75,0.8,0.89,0.93
doomlegacy.csv,0.47,1.0,0.75,0.66,0.58,0.58,0.85,0.83,0.75,0.95,0.52,0.5,0.6,0.63,0.5,0.83,0.82,0.48
elmo.csv,0.62,0.5,0.47,0.82,0.73,0.69,0.52,0.73,0.54,0.61,0.65,0.55,0.6,0.8,0.74,0.54,0.5,0.7
gpac.csv,0.69,1.01,0.8,0.89,0.88,0.82,0.89,0.39,0.73,0.76,0.82,0.74,0.8,1.01,0.89,0.78,0.62,0.94
illumination.csv,1.0,0.92,0.91,0.96,1.0,0.71,0.98,1.0,1.0,0.77,0.74,0.84,0.97,0.95,1.0,0.28,0.98,0.88
img-browse-sort.csv,0.4,0.84,0.51,0.55,0.46,0.57,0.53,0.57,0.72,0.71,0.45,0.63,0.3,0.33,0.83,0.64,0.73,0.5
ktc.csv,0.34,0.64,0.42,0.83,0.46,0.65,0.56,0.68,0.61,0.71,0.81,0.52,0.47,0.68,0.64,0.69,0.5,0.57
neoengine.csv,0.56,0.94,0.46,0.65,0.65,0.53,0.52,0.96,0.6,0.56,0.85,0.6,0.46,0.65,0.65,0.68,0.37,0.42
nicepress.csv,0.59,0.73,0.92,0.69,0.5,0.27,0.51,0.97,0.99,0.73,0.47,0.55,0.79,0.72,0.7,0.64,0.78,0.45
omseek.csv,0.71,1.0,0.92,1.0,0.84,0.97,0.86,0.98,0.92,0.82,0.77,0.4,0.44,0.61,1.0,0.83,0.91,0.76
pi-qmc.csv,0.76,1.01,0.49,0.7,0.76,0.49,0.6,1.0,0.99,0.72,0.68,0.81,0.52,0.75,0.78,0.85,0.22,0.74
rosegarden.csv,0.55,0.71,0.84,0.52,0.38,0.53,0.74,0.62,0.67,0.61,0.68,0.65,0.68,0.79,0.78,0.72,0.8,0.38
sigil.csv,0.4,0.7,0.59,0.45,0.5,0.59,0.68,0.65,0.76,0.77,0.58,0.54,0.24,0.45,0.64,0.84,0.6,0.46
smarttag.csv,0.56,0.71,0.76,0.62,0.5,0.53,0.6,0.65,0.79,0.38,0.54,0.64,0.49,0.65,0.62,0.71,0.6,0.55
sylpheed-claws.csv,0.86,1.0,0.82,1.0,0.9,1.0,0.81,0.56,0.44,0.87,0.99,0.99,0.97,0.98,1.0,0.95,1.0,1.0
xemeiah.csv,0.49,0.81,0.62,0.7,0.56,0.67,0.75,0.65,0.76,0.8,0.38,0.69,0.43,0.78,0.65,1.01,0.42,0.6
zscreen.csv,0.55,0.81,0.56,0.29,0.62,0.77,0.78,0.86,0.81,0.76,0.72,0.57,0.43,0.87,0.67,0.86,0.67,0.65
