,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.7,1.0,0.9,0.67,0.68,0.64,0.79,0.98,0.87,0.29,0.57,0.79,0.63,0.85,0.71,0.88,0.86,0.68
decidr.csv,0.55,0.8,0.79,0.85,0.81,0.97,0.73,1.0,1.0,0.93,0.91,0.88,0.94,1.0,0.71,0.76,1.0,0.97
doomlegacy.csv,0.76,0.0,0.88,0.39,0.79,0.78,0.87,0.18,0.25,1.0,0.75,0.73,0.9,0.62,0.74,0.24,0.95,0.58
elmo.csv,0.7,0.6,0.63,0.43,0.75,0.83,0.72,0.79,0.77,0.71,0.45,0.79,0.58,0.85,0.75,0.82,0.82,0.59
gpac.csv,0.83,0.0,0.21,0.11,0.14,0.19,0.66,0.73,0.88,0.64,0.22,0.27,0.21,0.0,0.12,0.29,0.5,0.08
illumination.csv,0.0,0.8,0.1,0.57,0.0,0.81,0.02,0.0,0.0,0.43,0.51,0.33,0.96,1.0,0.0,0.76,1.0,0.8
img-browse-sort.csv,0.65,0.2,0.53,0.46,0.57,0.47,0.55,0.48,0.29,0.64,0.64,0.39,0.77,0.69,0.18,0.47,0.27,0.55
ktc.csv,0.77,0.4,0.65,0.17,0.57,0.36,0.52,0.5,0.44,0.36,0.19,0.55,0.54,0.85,0.38,0.41,0.5,0.47
neoengine.csv,0.47,1.0,0.7,0.39,0.38,0.58,0.72,1.0,0.85,0.71,0.15,0.79,0.6,0.85,0.7,0.65,0.77,0.64
nicepress.csv,0.61,1.0,0.98,0.48,0.82,0.81,0.77,0.88,0.97,0.64,0.61,0.52,0.88,0.77,0.31,0.47,0.86,0.61
omseek.csv,0.29,0.0,0.08,0.0,0.17,0.03,0.14,0.02,0.08,0.29,0.24,0.64,0.58,0.54,0.0,0.18,0.09,0.26
pi-qmc.csv,0.31,0.8,0.73,0.63,0.28,0.64,0.47,0.91,0.99,0.43,0.4,0.85,0.58,0.85,0.64,0.82,0.91,0.53
rosegarden.csv,0.89,0.6,0.95,0.5,0.69,0.64,0.72,0.46,0.38,0.43,0.48,0.97,0.9,1.0,0.9,0.35,0.77,0.68
sigil.csv,0.79,0.4,0.44,0.61,0.6,0.53,0.64,0.38,0.24,1.0,0.78,0.73,0.85,0.62,0.38,0.35,0.41,0.71
smarttag.csv,0.9,0.4,0.85,0.61,0.65,0.56,0.52,0.41,0.22,0.71,0.76,0.67,0.52,0.46,0.78,0.65,0.41,0.65
sylpheed-claws.csv,0.97,1.0,0.9,0.91,0.93,1.0,0.91,0.66,0.67,0.93,1.0,1.0,1.0,0.92,0.98,1.0,0.95,1.0
xemeiah.csv,0.59,0.2,0.78,0.3,0.52,0.83,0.89,0.73,0.92,0.79,0.76,0.33,0.6,0.85,0.41,0.0,0.64,0.44
zscreen.csv,0.83,0.2,0.77,0.78,0.74,0.86,0.77,0.14,0.19,0.64,0.87,0.73,0.85,0.77,0.66,0.47,0.36,0.92
