,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.51,0.07,0.4,0.67,0.44,0.56,0.62,0.55,0.57,0.33,0.55,0.14,0.73,0.33,0.76,0.23,0.4,0.92
decidr.csv,0.46,0.1,0.45,0.62,0.27,0.35,0.81,0.54,0.48,0.27,0.53,0.13,0.62,0.27,0.76,0.21,0.31,0.83
doomlegacy.csv,0.56,0.0,0.42,0.72,0.37,0.43,0.57,0.71,0.76,0.27,0.59,0.18,0.68,0.3,0.84,0.16,0.31,0.93
elmo.csv,0.47,0.13,0.56,0.56,0.3,0.39,0.68,0.57,0.59,0.32,0.53,0.16,0.65,0.27,0.77,0.3,0.41,0.83
gpac.csv,0.45,0.0,0.61,0.71,0.22,0.37,0.51,0.76,0.53,0.26,0.42,0.22,0.73,0.0,0.71,0.19,0.34,0.71
illumination.csv,0.0,0.06,0.42,0.53,0.0,0.38,0.62,0.0,0.0,0.23,0.44,0.07,0.58,0.27,0.0,0.57,0.29,0.82
img-browse-sort.csv,0.69,0.06,0.63,0.91,0.57,0.55,0.72,0.71,0.69,0.27,0.67,0.22,0.85,0.64,0.93,0.26,0.67,0.92
ktc.csv,0.68,0.12,0.62,0.8,0.58,0.65,0.7,0.56,0.62,0.29,0.65,0.2,0.88,0.31,0.91,0.23,0.79,0.91
neoengine.csv,0.62,0.07,0.55,0.75,0.42,0.48,0.68,0.55,0.58,0.34,0.62,0.15,0.79,0.31,0.79,0.22,0.52,0.93
nicepress.csv,0.48,0.09,0.39,0.65,0.41,0.69,0.68,0.52,0.48,0.26,0.67,0.19,0.61,0.28,0.89,0.26,0.31,0.93
omseek.csv,0.8,0.0,1.0,0.0,0.85,0.2,0.66,0.5,0.64,0.2,0.7,0.31,0.86,0.32,0.0,0.38,1.0,0.89
pi-qmc.csv,0.39,0.06,0.52,0.64,0.31,0.5,0.69,0.52,0.48,0.26,0.51,0.12,0.73,0.28,0.74,0.21,0.65,0.81
rosegarden.csv,0.53,0.07,0.41,0.85,0.56,0.46,0.57,0.63,0.6,0.43,0.48,0.15,0.65,0.3,0.78,0.23,0.28,0.94
sigil.csv,0.61,0.08,0.62,0.82,0.44,0.44,0.59,0.72,0.77,0.32,0.55,0.16,0.86,0.47,0.88,0.15,0.6,0.9
smarttag.csv,0.53,0.07,0.41,0.68,0.42,0.5,0.65,0.64,0.57,0.5,0.57,0.13,0.9,0.3,0.81,0.22,0.69,0.88
sylpheed-claws.csv,0.43,0.07,0.4,0.61,0.29,0.34,0.59,0.64,0.68,0.28,0.47,0.11,0.59,0.24,0.75,0.22,0.27,0.82
xemeiah.csv,0.59,0.1,0.45,0.88,0.41,0.4,0.61,0.59,0.53,0.27,0.69,0.2,0.86,0.28,0.82,0.0,0.54,0.91
zscreen.csv,0.52,0.11,0.48,0.88,0.35,0.37,0.57,0.67,0.84,0.26,0.51,0.15,0.75,0.24,0.78,0.15,0.4,0.87
