,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.66,0.13,0.5,0.61,0.68,0.66,0.64,0.17,0.7,0.33,0.58,0.67,0.64,0.71,0.56,0.56,0.75,0.69
decidr.csv,0.55,0.71,0.67,0.36,0.43,0.17,0.74,0.0,0.0,0.35,0.64,0.62,0.53,0.21,0.56,0.52,0.38,0.27
doomlegacy.csv,0.72,0.0,0.6,0.43,0.69,0.68,0.46,0.21,0.29,0.21,0.7,0.7,0.73,0.59,0.7,0.28,0.51,0.61
elmo.csv,0.63,0.62,0.64,0.43,0.59,0.64,0.68,0.6,0.7,0.64,0.48,0.7,0.58,0.53,0.58,0.72,0.74,0.55
gpac.csv,0.64,0.0,0.25,0.13,0.17,0.22,0.43,0.73,0.62,0.54,0.26,0.31,0.25,0.0,0.14,0.33,0.52,0.1
illumination.csv,0.0,0.33,0.12,0.37,0.0,0.62,0.02,0.0,0.0,0.44,0.5,0.35,0.13,0.21,0.0,0.78,0.09,0.41
img-browse-sort.csv,0.68,0.23,0.57,0.51,0.61,0.51,0.58,0.52,0.33,0.56,0.66,0.44,0.78,0.72,0.21,0.5,0.32,0.59
ktc.csv,0.77,0.44,0.67,0.2,0.61,0.41,0.55,0.51,0.48,0.4,0.23,0.58,0.59,0.65,0.43,0.44,0.55,0.51
neoengine.csv,0.51,0.24,0.69,0.43,0.42,0.6,0.68,0.17,0.71,0.66,0.18,0.68,0.63,0.67,0.62,0.59,0.76,0.67
nicepress.csv,0.6,0.65,0.3,0.49,0.74,0.81,0.71,0.17,0.05,0.55,0.63,0.55,0.55,0.6,0.36,0.5,0.56,0.64
omseek.csv,0.34,0.0,0.1,0.0,0.2,0.04,0.17,0.02,0.1,0.32,0.28,0.67,0.62,0.55,0.0,0.21,0.11,0.3
pi-qmc.csv,0.35,0.05,0.7,0.57,0.32,0.65,0.51,0.0,0.05,0.45,0.44,0.52,0.6,0.58,0.53,0.46,0.89,0.51
rosegarden.csv,0.75,0.55,0.5,0.54,0.71,0.63,0.57,0.49,0.42,0.47,0.49,0.72,0.66,0.57,0.57,0.39,0.52,0.7
sigil.csv,0.76,0.43,0.49,0.64,0.62,0.55,0.58,0.43,0.28,0.6,0.68,0.68,0.84,0.64,0.43,0.37,0.46,0.69
smarttag.csv,0.75,0.43,0.58,0.59,0.65,0.58,0.54,0.45,0.26,0.72,0.69,0.61,0.57,0.49,0.67,0.57,0.46,0.63
sylpheed-claws.csv,0.44,0.0,0.5,0.0,0.35,0.0,0.53,0.63,0.68,0.42,0.05,0.05,0.13,0.13,0.0,0.21,0.0,0.0
xemeiah.csv,0.61,0.24,0.67,0.35,0.55,0.65,0.6,0.63,0.59,0.53,0.75,0.38,0.64,0.56,0.45,0.0,0.67,0.48
zscreen.csv,0.72,0.24,0.69,0.79,0.65,0.58,0.55,0.17,0.23,0.54,0.62,0.67,0.78,0.44,0.59,0.43,0.4,0.7
