,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.42,0.5,0.4,0.41,0.49,0.46,0.33,0.32,0.36,0.58,0.38,0.42,0.42,0.36,0.33,0.32,0.43,0.35
decidr.csv,0.5,0.33,0.4,0.37,0.42,0.42,0.42,0.32,0.44,0.4,0.47,0.43,0.43,0.29,0.37,0.38,0.42,0.36
doomlegacy.csv,0.42,0.0,0.42,0.6,0.45,0.42,0.4,0.93,0.84,0.39,0.48,0.47,0.43,0.44,0.34,0.68,0.45,0.39
elmo.csv,0.45,0.52,0.39,0.53,0.42,0.41,0.39,0.31,0.36,0.39,0.56,0.44,0.43,0.32,0.33,0.43,0.41,0.38
gpac.csv,0.43,0.88,0.97,0.86,0.98,0.95,0.45,0.46,0.44,0.49,0.81,0.97,0.93,0.8,0.93,0.73,0.66,0.86
illumination.csv,0.0,0.56,0.96,0.49,0.0,0.47,0.92,0.0,0.0,0.58,0.52,0.64,0.44,0.31,0.0,0.7,0.42,0.38
img-browse-sort.csv,0.46,0.44,0.54,0.57,0.62,0.55,0.46,0.55,0.69,0.42,0.5,0.67,0.47,0.64,0.93,0.52,0.78,0.41
ktc.csv,0.4,0.47,0.42,0.9,0.56,0.6,0.47,0.42,0.44,0.47,0.9,0.52,0.41,0.33,0.55,0.48,0.64,0.44
neoengine.csv,0.6,0.51,0.44,0.58,0.73,0.52,0.41,0.33,0.35,0.45,0.94,0.45,0.46,0.37,0.37,0.41,0.52,0.4
nicepress.csv,0.45,0.5,0.44,0.53,0.45,0.52,0.39,0.32,0.44,0.5,0.43,0.65,0.47,0.39,0.61,0.61,0.47,0.42
omseek.csv,0.98,0.0,0.89,0.0,0.95,0.8,0.99,0.5,0.93,0.5,0.96,0.74,0.49,0.45,0.0,0.88,0.5,0.74
pi-qmc.csv,0.71,0.5,0.39,0.4,0.83,0.41,0.49,0.31,0.44,0.43,0.53,0.4,0.41,0.33,0.35,0.34,0.48,0.44
rosegarden.csv,0.35,0.4,0.46,0.52,0.55,0.48,0.38,0.51,0.51,0.71,0.55,0.44,0.46,0.33,0.33,0.58,0.47,0.44
sigil.csv,0.43,0.42,0.59,0.5,0.57,0.51,0.45,0.72,0.86,0.39,0.5,0.51,0.45,0.59,0.59,0.46,0.67,0.4
smarttag.csv,0.36,0.41,0.44,0.44,0.46,0.5,0.5,0.58,0.7,0.5,0.46,0.48,0.43,0.5,0.38,0.39,0.62,0.37
sylpheed-claws.csv,0.35,0.5,0.42,0.35,0.4,0.42,0.35,0.38,0.45,0.38,0.44,0.43,0.44,0.29,0.36,0.33,0.42,0.36
xemeiah.csv,0.44,0.7,0.38,0.69,0.6,0.47,0.36,0.36,0.4,0.41,0.53,0.7,0.44,0.33,0.47,0.86,0.5,0.47
zscreen.csv,0.43,0.89,0.49,0.49,0.54,0.49,0.45,0.92,0.96,0.54,0.49,0.54,0.49,0.33,0.43,0.44,0.7,0.36
