,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,1.0,0.0,3.0,3.0,0.0,4.0
empyrean.csv,0.0,0.0,2.0,2.0,4.0,33.0
impala.csv,3.0,2.0,7.0,0.0,0.0,25.0
multitude.csv,0.0,0.0,0.0,3.0,0.0,1.0
nutz.csv,1.0,1.0,0.0,12.0,6.0,4.0
pi-qmc.csv,4.0,4.0,0.0,6.0,10.0,0.0
