,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.22,0.98,0.34,0.41
columba.csv,0.64,0.02,0.26,0.98
decidr.csv,0.71,0.5,0.99,0.6
jajuk.csv,0.99,0.57,0.58,0.52
