,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.2,0.98,0.34,0.52
columba.csv,0.6,0.02,0.22,0.98
decidr.csv,0.74,0.48,0.99,0.58
jajuk.csv,0.99,0.68,0.58,0.48
