,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.21,0.99,0.37,0.3
columba.csv,0.68,0.03,0.34,0.98
decidr.csv,0.68,0.38,0.99,0.5
jajuk.csv,1.0,0.39,0.61,0.51
