,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.06,0.43,0.52,0.65,0.76,0.75,0.97,0.42,0.65,0.75,0.49
bscwweasel.csv,0.0,0.07,0.23,1.0,0.52,0.0,0.1,0.04,0.04,0.06,0.05
capcode.csv,0.0,0.29,0.5,0.75,0.05,0.83,0.29,0.35,0.35,0.61,0.33
lamp.csv,0.0,0.93,0.27,0.2,0.52,0.17,0.13,0.04,0.13,0.22,0.03
nodal.csv,0.03,0.5,0.48,0.7,0.57,0.5,0.3,0.29,0.83,0.56,0.21
pydev.csv,0.02,0.14,0.18,0.5,0.62,0.33,0.07,0.22,0.17,0.94,0.05
retromenu.csv,0.77,0.29,0.36,0.25,1.0,0.5,0.13,0.16,0.35,0.47,0.06
smbopensoft.csv,0.95,0.64,0.57,0.6,0.95,0.67,0.54,0.49,0.52,0.56,0.36
stuproa-cims.csv,0.97,0.29,0.66,0.4,0.95,0.5,0.46,0.98,0.7,0.86,0.72
thout.csv,0.01,0.71,0.93,0.65,0.67,0.83,0.83,0.84,0.74,0.78,0.81
uface.csv,0.96,0.93,0.95,0.95,0.95,0.83,0.94,0.71,0.78,0.72,0.99
