,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.91,0.67,0.65,0.55,0.41,0.44,0.47,0.48,0.46,0.44,0.61
bscwweasel.csv,0.0,0.5,0.9,0.95,0.71,0.88,0.94,0.86,0.5,0.75,0.8
capcode.csv,0.67,0.95,0.61,0.57,0.75,0.9,0.93,0.97,0.52,0.51,0.71
lamp.csv,0.0,0.93,0.81,0.89,0.55,0.9,0.94,0.75,0.75,0.92,0.8
nodal.csv,0.8,0.64,0.61,0.62,0.48,0.47,0.8,0.75,0.84,0.51,0.84
pydev.csv,0.67,0.89,0.93,0.71,0.6,0.59,0.9,0.82,0.92,0.65,0.97
retromenu.csv,0.36,0.86,0.68,0.93,0.52,0.43,0.94,0.9,0.65,0.59,0.86
smbopensoft.csv,0.43,0.49,0.61,0.62,0.35,0.48,0.4,0.51,0.52,0.49,0.6
stuproa-cims.csv,0.28,0.91,0.59,0.55,0.36,0.42,0.58,0.78,0.34,0.41,0.49
thout.csv,0.5,0.48,0.76,0.54,0.4,0.41,0.46,0.42,0.43,0.44,0.47
uface.csv,0.28,0.41,0.48,0.47,0.33,0.38,0.4,0.38,0.34,0.36,0.37
