,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.94,0.65,0.67,0.65,0.43,0.66,0.03,0.82,0.54,0.57,0.68
bscwweasel.csv,1.0,0.93,0.78,0.0,0.48,1.01,0.92,0.96,0.96,0.94,0.95
capcode.csv,1.0,0.77,0.65,0.5,0.95,0.17,0.77,0.67,0.76,0.69,0.68
lamp.csv,1.0,0.07,0.73,0.8,0.52,0.84,0.87,0.96,0.87,0.78,0.97
nodal.csv,0.97,0.72,0.6,0.71,0.52,0.65,0.73,0.79,0.17,0.57,1.02
pydev.csv,0.98,0.86,0.82,0.58,0.41,0.74,0.93,0.82,0.84,0.06,1.06
retromenu.csv,0.76,0.73,0.64,0.75,0.0,0.6,0.88,0.84,0.68,0.58,0.94
smbopensoft.csv,0.07,0.64,0.68,0.56,0.58,0.48,0.77,0.77,0.57,0.57,0.75
stuproa-cims.csv,0.98,0.75,0.77,0.65,0.87,0.69,0.82,0.02,0.75,0.65,0.72
thout.csv,0.99,0.84,0.07,0.92,0.97,0.9,0.84,0.82,0.78,0.81,1.0
uface.csv,0.98,0.97,0.87,0.53,0.89,0.92,0.92,0.78,0.78,0.8,0.01
