,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.35,0.25,0.59,0.7,0.09,0.23,0.17,0.0,0.0,0.0,0.18,0.0,0.09
grafx2.csv,0.56,0.42,0.41,0.48,0.18,0.34,0.21,0.65,0.21,0.44,0.27,0.47,0.52
jahshakafx.csv,0.27,0.29,0.55,0.32,0.09,0.41,0.13,0.03,0.13,0.12,0.24,0.37,0.18
kftpgrabber.csv,0.23,0.19,0.03,0.05,0.0,0.15,0.02,0.01,0.03,0.0,0.19,0.03,0.09
kindb.csv,0.33,0.31,0.56,0.41,0.27,0.38,0.32,0.0,0.05,0.12,0.48,0.0,0.34
maya-work-in-progress.csv,0.7,0.56,0.53,0.33,0.64,0.58,0.17,0.45,0.21,0.12,0.6,0.45,0.43
netatalk.csv,0.45,0.72,0.55,0.97,0.27,0.44,0.64,0.2,0.18,0.31,0.47,0.29,0.36
nullc.csv,0.47,1.0,1.0,0.99,0.0,0.47,0.09,0.23,0.37,0.44,0.84,0.47,0.48
plee-the-bear.csv,0.28,0.19,0.25,0.01,0.45,0.54,0.11,0.34,0.5,0.69,0.21,0.53,0.43
reaper-ecad.csv,0.09,0.04,0.06,0.25,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.03,0.0
unimrcp.csv,0.4,0.46,0.42,0.59,0.18,0.35,0.43,0.28,0.08,0.12,0.39,0.13,0.25
unladen-swallow.csv,0.08,0.19,0.16,0.05,0.09,0.3,0.11,0.31,0.13,0.19,0.19,0.34,0.02
xmoto.csv,0.46,0.45,0.43,0.02,0.36,0.39,0.32,0.55,0.29,0.94,0.31,1.0,0.2
