,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.73,0.69,0.09,0.88,0.85,1.02,0.92
foursquared.csv,0.86,0.89,1.0,0.15,1.0,1.01,0.79
ifmo-game-1.csv,0.34,1.0,0.69,0.68,0.78,1.05,0.84
jmule.csv,0.66,0.54,0.56,0.74,0.51,0.52,0.19
micomt.csv,0.83,0.79,0.87,0.96,0.21,0.87,0.91
voms.csv,0.8,0.18,0.87,0.39,0.62,0.71,0.96
