,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.6,0.47,0.36,0.48,0.44,0.46,0.33,0.42,0.35,0.3
firebird.csv,0.42,0.32,0.37,0.44,0.39,0.34,0.37,0.37,0.35,0.29
fmri-dmt.csv,0.72,0.62,0.39,0.63,0.44,0.73,0.74,0.4,0.96,0.88
htmlunit.csv,0.35,0.38,0.55,0.43,0.35,0.44,0.35,0.4,0.34,0.36
monetdb.csv,0.38,0.37,0.93,0.51,0.92,0.75,0.51,0.5,0.41,0.71
ontomorphtab.csv,0.39,0.41,0.47,0.44,0.41,0.35,0.4,0.4,0.36,0.3
smarttag.csv,0.4,0.53,0.76,0.47,0.6,0.86,0.44,0.56,0.46,0.86
taokgame.csv,0.98,0.93,0.94,0.65,0.82,0.95,0.68,0.68,0.94,0.83
webdriver.csv,0.42,0.51,0.69,0.49,0.54,0.57,0.52,0.45,0.41,0.61
xbplayer.csv,0.55,0.42,0.46,0.45,0.53,0.54,0.46,0.39,0.56,0.57
