,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.41,0.43,0.56,0.38,0.29,0.35,0.98,0.59,0.0,0.05,0.0,0.33,0.57,0.49,0.18,0.13,0.3,0.24
fbmanager.csv,0.42,0.45,1.0,0.52,0.34,0.24,0.55,0.54,0.23,0.26,0.52,0.4,0.5,0.55,0.59,0.52,0.48,0.23
fido.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
fityk.csv,0.65,0.63,0.67,0.57,0.51,0.69,0.51,0.6,0.23,0.26,0.54,0.49,0.99,0.46,0.51,0.73,0.52,0.6
fleet-simulator.csv,0.51,0.43,0.35,0.5,0.54,0.0,0.21,0.43,0.82,0.84,0.3,0.54,0.2,0.24,0.64,1.0,0.57,0.44
google-caja.csv,0.68,0.46,0.58,0.98,0.51,0.34,0.58,0.53,0.57,0.55,0.33,0.71,0.59,0.39,0.74,0.6,0.57,0.62
hibernate.csv,0.4,0.56,0.21,0.38,0.42,0.22,0.29,0.37,0.81,0.61,0.0,0.33,0.17,0.53,0.43,0.22,0.97,0.27
itext.csv,0.57,0.45,0.58,0.48,0.62,0.58,0.36,0.93,0.83,0.71,0.29,0.54,0.56,0.31,0.39,0.33,0.34,0.45
k3b.csv,0.43,0.43,0.58,0.54,0.69,0.98,0.48,0.59,0.9,0.72,0.75,0.69,0.51,0.47,0.61,0.59,0.56,0.44
megameknet.csv,0.5,0.53,0.57,0.54,0.62,0.6,0.46,0.61,0.78,0.53,0.64,0.92,0.53,0.55,0.5,0.0,0.55,0.45
myfaces.csv,0.51,0.6,0.5,0.44,0.95,0.47,0.53,0.57,0.39,0.13,0.26,0.42,0.36,0.66,0.4,0.0,0.51,0.52
ninject.csv,0.0,0.19,0.07,0.2,0.34,0.04,0.13,0.15,0.63,0.42,0.54,0.35,0.11,0.21,0.15,0.23,0.37,1.0
ondex.csv,0.47,0.32,0.41,0.23,0.2,0.53,0.26,0.54,0.44,0.33,0.0,0.12,0.44,0.82,0.27,0.55,0.46,0.24
paintown.csv,0.97,0.45,0.61,0.61,0.59,0.51,0.48,0.52,0.73,0.77,0.43,0.65,0.57,0.42,0.69,0.81,0.58,0.85
poormans.csv,0.48,0.51,0.53,0.38,0.56,0.61,0.17,0.51,0.44,0.38,0.0,0.44,0.44,0.54,0.93,0.65,0.29,0.24
powerfolder.csv,0.0,0.07,0.0,0.0,0.05,0.0,0.04,0.0,1.0,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.01,0.24
smartgwt.csv,0.3,0.56,0.3,0.36,0.32,0.51,0.25,0.64,0.8,0.98,0.53,0.37,0.23,0.48,0.5,0.26,0.4,0.42
triplea.csv,0.59,1.0,0.64,0.64,0.69,0.46,0.67,0.55,0.87,0.55,0.44,0.59,0.48,0.55,0.62,0.4,0.49,0.61
