,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.35,0.42,0.31,0.41,0.43,0.32,0.9,0.36
javagroups.csv,0.36,0.89,0.44,0.48,0.47,0.36,0.5,0.33
jrefactory.csv,0.37,0.5,0.7,0.5,0.54,0.34,0.36,0.35
logicmail.csv,0.3,0.39,0.31,0.37,0.35,0.36,0.95,0.34
nodal.csv,0.44,0.62,0.63,0.55,0.85,0.73,0.0,0.32
soar.csv,0.36,0.48,0.35,0.37,0.37,0.33,0.74,0.32
taverna.csv,0.44,0.68,0.75,0.67,0.44,0.43,0.82,0.8
web-cat.csv,0.33,0.42,0.37,0.81,0.39,0.59,0.37,0.57
