,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.29,0.69,0.19,0.05,0.29,0.07,0.0,0.56,0.02,0.1
bibedt.csv,0.29,0.51,0.2,0.46,0.25,0.31,0.55,0.76,0.47,0.76
cascading.csv,0.65,0.67,0.53,0.49,0.0,0.24,0.43,0.46,0.77,0.63
firebreath.csv,0.64,0.55,0.61,0.5,0.0,0.25,0.25,0.49,0.82,0.67
fritzing.csv,0.7,0.66,0.46,0.63,0.3,0.24,0.21,0.75,0.45,0.59
httpcontentparser.csv,0.25,0.0,0.38,0.28,0.12,0.39,0.39,0.58,0.62,0.41
mpgravity.csv,0.66,0.41,0.59,0.57,0.62,0.22,0.33,0.79,0.85,0.78
patterntesting.csv,0.69,0.67,0.55,0.66,0.42,0.2,0.31,0.74,0.87,0.77
roller.csv,0.64,0.44,0.62,0.6,0.32,0.2,0.34,0.78,0.83,0.82
xfce.csv,0.29,0.6,0.53,0.57,0.0,0.21,0.32,0.66,0.76,0.74
