,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.84,0.95,0.78,0.59,0.57,0.86,0.65,0.03,0.57,0.79,0.81,0.7,0.89,0.42
avifile.csv,0.2,1.0,0.93,1.0,1.0,0.99,0.87,0.95,1.01,0.95,0.85,1.0,0.96,1.02
delphilhlplib.csv,0.86,0.59,0.64,0.45,0.0,0.71,0.68,0.65,0.59,0.82,0.58,0.79,0.85,0.63
fluidium.csv,0.82,0.94,0.79,0.74,0.95,0.83,0.0,0.91,0.87,0.74,0.63,0.85,0.83,0.71
gnome-jabber.csv,1.06,0.9,0.86,0.97,1.0,0.83,0.8,0.92,0.72,0.87,0.56,0.4,0.97,0.66
ipfilter.csv,1.0,0.77,1.03,0.85,0.66,0.91,0.96,0.93,0.96,0.63,0.77,1.06,0.0,0.73
jparsec.csv,0.95,1.0,0.62,0.59,1.0,0.71,0.97,0.77,0.89,0.04,0.7,1.0,0.88,0.56
loki-lib.csv,0.79,0.96,0.64,0.81,0.54,0.73,0.61,0.69,0.62,0.64,0.0,0.83,0.83,0.57
mumble.csv,1.01,0.63,0.79,0.97,0.89,0.71,0.86,0.97,0.08,0.92,1.0,0.92,0.93,0.95
opengs.csv,1.0,0.83,0.82,0.83,0.73,0.07,0.77,0.79,0.75,0.85,0.9,0.99,0.91,0.79
owfs.csv,1.0,0.09,0.88,0.9,0.77,0.83,0.82,0.92,0.77,0.91,0.97,0.9,0.81,0.89
rectracker.csv,0.97,0.73,0.0,0.59,0.98,0.67,0.86,0.64,0.5,0.73,0.7,0.8,0.61,0.7
rockbox.csv,1.13,0.72,0.89,0.72,0.66,0.71,0.65,0.62,0.5,0.86,0.61,0.83,0.63,0.0
zealos.csv,0.82,0.74,0.71,0.07,0.56,0.74,0.63,0.62,0.64,0.63,0.7,0.68,0.81,0.8
