,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.42,0.87,0.43,0.68,0.67,0.42,0.42,0.49,0.47,0.64,0.57,0.37,0.41,0.4
avifile.csv,0.75,0.0,0.75,0.0,0.0,0.9,0.86,0.83,0.88,0.93,0.95,0.0,0.5,0.86
delphilhlplib.csv,0.68,0.34,0.53,0.49,0.42,0.42,0.6,0.62,0.52,0.45,0.54,0.48,0.75,0.69
fluidium.csv,0.92,0.92,0.92,0.81,0.55,0.77,0.67,0.9,0.79,0.68,0.56,0.86,0.87,0.92
gnome-jabber.csv,0.37,0.4,0.28,0.54,0.39,0.37,0.43,0.41,0.38,0.38,0.47,0.52,0.35,0.45
ipfilter.csv,0.53,0.48,0.3,0.57,0.54,0.9,0.57,0.66,0.8,0.62,0.62,0.56,0.43,0.86
jparsec.csv,0.4,0.4,0.44,0.53,0.39,0.37,0.47,0.47,0.43,0.6,0.52,0.52,0.51,0.57
loki-lib.csv,0.49,0.41,0.29,0.64,0.4,0.36,0.47,0.46,0.45,0.39,0.62,0.64,0.38,0.4
mumble.csv,0.82,0.48,0.92,0.75,0.42,0.69,0.8,0.5,0.61,0.9,0.0,0.86,0.75,0.5
opengs.csv,0.67,0.89,0.92,0.83,0.8,0.66,0.56,0.73,0.65,0.9,0.75,0.0,0.75,0.83
owfs.csv,0.5,0.9,0.88,0.75,0.72,0.92,0.86,0.75,0.92,0.86,0.83,0.89,0.9,0.5
rectracker.csv,0.57,0.37,0.41,0.42,0.45,0.51,0.47,0.46,0.5,0.52,0.5,0.56,0.39,0.52
rockbox.csv,0.41,0.37,0.7,0.7,0.47,0.68,0.39,0.74,0.5,0.88,0.52,0.81,0.48,0.47
zealos.csv,0.55,0.45,0.51,0.64,0.47,0.41,0.7,0.62,0.57,0.57,0.58,0.48,0.61,0.8
