,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.42,0.94,0.61,0.88,0.52,0.5,0.53,0.83,0.95,0.6,0.69,0.41,0.89,0.42,0.55,0.54,0.63
botsnscouts.csv,0.39,0.44,0.75,0.65,0.67,0.42,0.44,0.4,0.41,0.52,0.55,0.38,0.29,0.32,0.34,0.96,0.48
cities3d.csv,0.89,0.76,0.42,0.58,0.55,0.45,0.8,0.9,0.92,0.47,0.0,0.53,0.89,0.43,0.64,0.55,0.43
dynalloy.csv,0.64,0.67,0.68,0.37,0.42,0.4,0.5,0.58,0.75,0.77,0.51,0.41,0.38,0.47,0.47,0.41,0.45
electric-core.csv,0.46,0.59,0.73,0.41,0.4,0.38,0.42,0.57,0.49,0.36,0.43,0.41,0.38,0.41,0.38,0.4,0.5
findbugs.csv,0.49,0.78,0.5,0.53,0.59,0.53,0.69,0.54,0.5,0.39,0.5,0.39,0.57,0.32,0.65,0.41,0.47
img-browse-sort.csv,0.49,0.43,0.62,0.45,0.47,0.41,0.5,0.61,0.97,0.38,0.63,0.41,0.53,0.43,0.53,0.39,0.5
jparsec.csv,0.4,0.38,0.43,0.37,0.36,0.38,0.31,0.34,0.42,0.33,0.48,0.52,0.38,0.38,0.31,0.93,0.72
moast.csv,0.51,0.46,0.95,0.42,0.65,0.37,0.31,0.34,0.85,0.73,0.75,0.59,0.29,0.91,0.42,0.44,0.59
mptvseries.csv,0.95,0.99,0.75,0.71,0.48,0.91,0.78,0.81,0.93,0.8,0.92,0.4,0.88,0.5,0.8,0.0,0.79
mvnforum.csv,0.95,0.98,0.83,0.95,0.63,0.56,0.52,0.56,0.97,0.92,0.88,0.53,0.8,0.92,0.76,0.75,0.93
nosleepsoftware.csv,0.67,0.53,0.61,0.93,0.88,0.8,0.5,0.81,0.56,0.92,0.91,0.0,0.8,0.83,0.89,0.89,0.89
ogre.csv,0.55,0.43,0.45,0.37,0.52,0.55,0.38,0.41,0.45,0.42,0.55,0.69,0.3,0.46,0.47,0.42,0.4
openfrag.csv,0.46,0.54,0.68,0.42,0.45,0.38,0.38,0.62,0.86,0.4,0.51,0.4,0.44,0.41,0.4,0.4,0.53
qdvdauthor.csv,0.51,0.99,0.68,0.93,0.44,0.52,0.92,0.35,0.74,0.41,0.53,0.47,0.71,0.45,0.61,0.54,0.62
sumatrapdf.csv,0.39,0.4,0.38,0.35,0.36,0.34,0.42,0.56,0.45,0.35,0.44,0.39,0.33,0.38,0.32,0.39,0.38
zxing.csv,0.51,0.73,0.59,0.51,0.44,0.38,0.45,0.92,0.97,0.42,0.51,0.43,0.37,0.38,0.42,0.39,0.42
