,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.94,0.48,0.68,0.23,0.66,0.64,0.56,0.79,0.94,0.62,0.53,0.8,0.58,0.97
elateportal.csv,0.92,0.57,0.69,0.44,0.71,0.9,0.66,0.71,0.81,0.89,0.93,0.74,0.88,0.05
gdis.csv,0.5,0.64,0.78,0.47,0.63,0.71,0.58,0.47,0.65,0.59,0.25,0.78,0.56,0.97
gzigzag.csv,1.07,0.53,0.6,0.7,0.61,0.61,0.87,0.49,0.7,0.61,0.61,0.73,0.55,0.34
icescrum.csv,0.33,0.47,0.57,0.47,0.68,0.52,0.86,0.9,0.74,0.65,0.51,0.72,0.26,1.01
jguard.csv,1.0,0.87,0.68,0.51,0.45,0.67,0.64,0.52,0.48,0.65,0.4,0.6,0.76,0.83
jitterbit.csv,0.19,0.37,0.55,0.89,0.66,0.4,0.62,0.73,0.77,0.6,0.48,1.0,0.93,0.99
jython.csv,0.21,0.51,0.67,0.53,0.71,0.41,0.65,0.46,0.69,0.66,0.69,0.85,0.75,0.95
personalaccess.csv,0.95,0.79,0.64,0.77,0.73,0.71,0.82,1.0,0.31,0.88,0.78,0.93,0.57,0.91
ppcboot.csv,1.0,0.98,0.8,1.0,0.95,0.99,0.51,0.93,0.8,0.96,0.93,1.0,0.73,1.0
repositorium.csv,0.91,0.68,0.97,1.0,0.87,0.85,0.98,0.31,1.0,0.92,0.88,0.71,0.84,1.0
unbvision.csv,0.94,0.49,0.67,0.7,0.62,0.31,0.76,0.63,0.61,0.76,0.39,0.83,0.69,0.95
wxstudio.csv,1.1,0.93,0.86,0.79,0.71,0.99,0.85,0.45,0.74,1.01,1.01,0.41,0.73,1.0
xbg.csv,0.6,0.84,0.82,0.9,0.78,0.73,0.63,0.91,0.92,0.25,0.93,0.9,0.79,0.95
