,recall,precision,pf,pci_20,ifa,wins
amateur-scrolls.csv,0.32,0.28,0.16,0.635,2.5,4
ffigo.csv,0.365,0.4,0.245,0.6799999999999999,1.5,5
foursquared.csv,0.01,0.17,0.0,0.5,40.0,1
gebr.csv,0.965,0.335,0.875,0.375,1.5,2
ildjit.csv,0.305,0.45499999999999996,0.225,0.78,1.5,8
jfreereport.csv,0.25,0.665,0.07,0.8049999999999999,0.5,9
kml.csv,0.935,0.335,0.8049999999999999,0.43,2.0,3
ng4j.csv,0.59,0.5700000000000001,0.28500000000000003,0.47,2.0,6
pcsx2.csv,0.62,0.46499999999999997,0.29500000000000004,0.55,2.0,7
wxjs.csv,0.0,0.0,0.02,0.25,67.0,0
