,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,0.97,0.78,0.99,0.45,0.69,1.0,0.73,0.64,0.67,0.84
ffigo.csv,0.81,0.83,0.97,0.54,0.69,0.67,0.77,1.01,0.33,0.64
foursquared.csv,1.0,0.77,0.98,0.85,0.23,0.94,1.0,1.0,1.0,1.0
gebr.csv,0.76,0.96,0.37,0.89,1.0,0.55,0.83,0.92,0.87,0.98
ildjit.csv,0.3,0.76,0.73,0.73,0.71,0.7,0.78,1.03,0.7,0.87
jfreereport.csv,0.98,0.6,0.87,0.49,0.75,0.75,0.71,1.0,0.73,0.8
kml.csv,0.95,0.99,0.44,0.87,1.0,0.28,0.65,0.93,0.75,0.88
ng4j.csv,0.88,0.75,0.55,0.48,0.61,0.4,0.51,0.86,0.58,0.25
pcsx2.csv,0.97,0.53,0.47,0.68,0.58,0.43,0.41,1.0,0.67,0.45
wxjs.csv,1.0,0.94,1.0,1.0,1.0,0.95,0.98,0.2,1.0,1.0
