,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.93,0.31,0.67,0.26,0.56,0.2,0.38,0.41,0.8,0.28,0.74,0.28,0.13,0.25,0.48,0.4,0.28,0.78
encog-cs.csv,0.95,0.19,0.67,0.33,0.51,0.17,0.54,0.41,0.68,0.29,0.69,0.27,0.07,0.33,0.39,0.74,0.22,0.64
geochat.csv,0.64,0.21,0.39,0.18,0.57,0.25,0.57,0.41,0.94,0.18,0.78,0.33,0.2,0.19,0.58,0.5,0.36,0.88
ibatisdb.csv,1.0,0.5,0.5,0.29,0.33,0.33,0.44,0.0,1.0,0.2,0.67,0.61,0.12,0.31,0.32,0.65,0.29,1.0
inkscape.csv,0.9,0.29,0.74,0.3,0.57,0.18,0.36,0.45,0.71,0.32,0.68,0.26,0.08,0.29,0.43,0.59,0.24,0.64
jam-daq.csv,0.94,0.57,0.25,0.09,1.0,0.2,0.67,0.64,0.75,0.33,0.69,0.27,0.0,0.06,0.33,0.56,0.23,0.94
jhotdraw.csv,0.83,0.17,0.67,0.31,0.75,0.44,0.31,0.44,0.68,0.17,0.7,0.29,0.08,0.31,0.38,0.66,0.22,0.53
ninject.csv,0.78,1.0,0.43,0.22,0.61,0.13,0.42,0.2,0.73,0.35,0.77,0.39,0.42,0.21,0.37,0.62,0.25,0.78
ofbiz.csv,0.83,0.43,0.59,0.28,0.69,0.2,0.44,0.48,0.8,0.46,0.79,0.21,0.11,0.28,0.38,0.56,0.23,0.87
oorexx.csv,0.94,0.67,0.63,0.38,0.62,0.28,0.45,0.56,0.61,0.35,0.72,0.29,0.0,0.38,0.44,0.76,0.26,0.74
opentibia.csv,0.94,0.35,0.17,0.16,0.56,0.16,0.36,0.18,0.67,0.29,0.73,0.41,0.22,0.15,0.39,1.0,0.19,0.78
projectts.csv,0.93,0.45,0.6,0.26,0.61,0.17,0.42,0.4,0.72,0.28,0.69,0.24,0.2,0.25,0.39,0.67,0.28,0.9
retromenu.csv,0.9,0.64,0.6,0.36,1.0,0.39,0.45,0.64,0.71,0.38,0.84,0.36,0.33,0.34,0.41,0.75,0.0,1.0
roolo.csv,0.88,0.34,0.65,0.28,0.6,0.19,0.34,0.46,0.71,0.62,0.67,0.25,0.08,0.27,0.43,0.59,0.22,0.65
tango-cs.csv,0.88,0.36,0.6,0.26,0.61,0.2,0.33,0.5,0.71,0.25,0.74,0.3,0.13,0.25,0.48,0.66,0.26,0.68
trinitycore.csv,0.9,0.33,0.68,0.35,0.52,0.17,0.8,0.47,0.69,0.52,0.67,0.0,0.08,0.35,0.36,0.52,0.28,0.56
uface.csv,0.89,0.4,0.6,0.26,0.56,0.19,0.42,0.47,0.67,0.32,0.73,0.35,0.1,0.26,0.43,0.59,0.24,0.97
uwom-server.csv,0.91,0.59,0.71,0.39,0.48,0.24,0.38,0.59,0.72,0.61,0.64,0.17,0.16,0.39,0.41,0.61,0.24,0.81
