,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.5,0.32,0.19,0.18,0.15,0.28,0.79,0.45,1.0,0.75,0.47,0.26,0.75,0.55,0.59,0.33
amygdala.csv,0.56,0.03,0.38,0.18,0.18,0.33,0.58,0.64,0.17,0.92,0.35,0.71,0.25,0.57,0.39,0.53
awemud.csv,0.68,0.85,0.31,0.36,0.76,0.42,0.77,0.36,0.83,0.0,0.76,0.61,0.74,0.77,0.51,0.43
bullet.csv,0.78,0.71,0.56,0.62,0.39,0.76,0.62,0.36,0.5,0.0,0.35,0.89,0.42,0.15,0.41,0.8
customwars.csv,0.58,0.3,0.25,0.53,0.23,0.48,0.35,0.27,0.83,0.0,0.47,0.26,0.64,0.33,0.71,0.6
dvd-create.csv,0.55,0.84,0.5,0.58,0.77,0.7,0.94,0.73,1.0,0.0,0.88,0.71,0.76,0.69,0.66,0.9
gbif-indexingtoolkit.csv,0.88,0.61,0.56,0.93,0.89,0.4,0.56,0.55,0.5,0.0,0.71,0.63,0.83,0.31,0.37,0.7
go.csv,0.79,0.76,0.75,0.4,0.5,0.67,0.83,0.73,0.83,0.08,1.0,0.92,0.75,0.72,0.73,0.7
gss.csv,0.77,0.72,0.56,0.53,0.62,0.82,0.67,0.82,1.0,0.0,0.88,0.66,0.8,0.84,0.95,0.7
kwave.csv,0.74,0.97,0.62,0.87,1.0,0.61,0.85,0.73,1.0,0.0,0.82,0.68,0.97,0.76,0.93,0.6
lsb.csv,0.55,0.46,0.56,0.78,0.89,0.4,0.21,0.36,0.17,0.08,0.82,0.61,0.46,0.31,0.29,0.73
mpgravity.csv,1.0,0.67,0.62,0.71,0.86,0.76,1.0,1.0,0.0,0.67,1.0,0.97,0.0,0.99,0.93,1.0
qcad2.csv,0.45,0.37,0.38,0.47,0.26,0.43,0.75,0.55,0.83,0.75,0.41,0.29,0.66,0.52,0.78,0.9
qtwin.csv,0.08,0.0,0.0,0.0,0.0,0.04,0.08,0.45,1.0,0.17,0.29,0.08,0.15,0.41,0.32,0.17
roller.csv,0.87,0.89,0.94,0.87,0.99,0.81,0.94,0.73,0.5,0.92,0.82,0.92,0.95,0.71,0.71,0.97
xinity.csv,0.41,0.89,0.44,0.49,0.73,0.4,0.54,0.55,0.17,1.0,0.59,0.42,0.95,0.43,0.85,0.9
