,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.67,0.79,0.77,0.5,0.38,0.62,0.51,0.46,0.65,0.46,0.34,0.43,0.75,0.88
calcubetimer.csv,0.35,0.42,0.46,0.43,0.34,0.64,0.45,0.88,0.39,0.86,0.46,0.57,0.52,0.48
chaosrts.csv,0.65,0.55,0.58,0.76,0.36,0.5,0.41,0.95,0.46,0.48,0.92,0.46,0.86,0.82
chaperon.csv,0.5,0.67,0.54,0.67,0.5,0.89,0.71,0.5,0.56,0.54,0.86,0.96,0.84,0.64
dxengine.csv,0.48,0.63,0.44,0.64,0.5,0.55,0.95,0.43,0.64,0.66,0.42,0.83,0.48,0.54
emono.csv,0.59,0.49,0.47,0.53,0.43,0.67,0.48,0.39,0.56,0.53,0.37,0.42,0.48,0.54
factor.csv,0.0,0.42,0.86,0.86,0.8,0.67,0.5,0.8,0.52,0.0,0.92,0.0,0.51,0.88
jas.csv,0.69,0.67,0.4,0.6,0.68,0.49,0.88,0.94,0.67,0.75,0.74,0.92,0.49,0.57
jmoney.csv,0.45,0.42,0.37,0.47,0.38,0.5,0.44,0.94,0.38,0.49,0.62,0.38,0.42,0.42
jmonkeyengine.csv,0.66,0.44,0.42,0.53,0.67,0.47,0.73,0.59,0.46,0.5,0.34,0.63,0.44,0.45
matrex.csv,0.45,0.92,0.5,0.52,0.86,0.0,0.64,0.44,0.86,0.92,0.0,0.41,0.75,0.0
primefaces.csv,0.31,0.39,0.41,0.4,0.35,0.41,0.39,0.32,0.41,0.41,0.41,0.37,0.4,0.43
roolo.csv,0.39,0.59,0.47,0.57,0.41,0.44,0.68,0.41,0.75,0.44,0.33,0.39,0.86,0.52
sblim.csv,0.34,0.59,0.46,0.51,0.71,0.5,0.88,0.43,0.52,0.64,0.58,0.5,0.45,0.43
