,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.64,0.08,1.0,0.1,0.3,0.27
columba.csv,0.67,0.0,0.86,0.24,0.48,0.96
emftriple.csv,0.0,1.0,0.0,0.0,0.0,0.2
fluent-nhibernate.csv,0.57,0.08,0.75,1.0,0.31,0.5
gpsmid.csv,1.0,0.05,0.8,0.17,0.49,0.46
xamj.csv,0.77,0.0,0.74,0.07,1.0,0.39
