,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.64,0.49,0.98,0.56,0.51,0.51
columba.csv,0.6,0.0,0.48,0.76,0.53,0.99
emftriple.csv,0.0,0.93,0.0,0.0,0.0,0.36
fluent-nhibernate.csv,0.19,0.4,0.06,0.95,0.1,0.19
gpsmid.csv,1.0,0.3,0.51,0.73,0.66,0.43
xamj.csv,0.64,0.0,0.52,0.32,0.98,0.44
