,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.6,0.83,0.02,0.78,0.82,0.8
columba.csv,0.55,1.03,0.6,0.34,0.56,0.02
emftriple.csv,1.0,0.09,1.0,1.0,1.0,0.87
fluent-nhibernate.csv,0.85,0.71,0.95,0.06,0.92,0.84
gpsmid.csv,0.0,0.82,0.64,0.44,0.46,0.65
xamj.csv,0.45,1.04,0.77,0.8,0.02,0.65
