,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.71,0.91,0.98,0.88,0.79,0.62
columba.csv,0.59,0.0,0.44,0.76,0.49,0.99
emftriple.csv,0.0,0.91,0.0,0.0,0.0,0.34
fluent-nhibernate.csv,0.16,0.36,0.05,0.94,0.08,0.16
gpsmid.csv,1.0,0.27,0.49,0.76,0.65,0.38
xamj.csv,0.61,0.0,0.61,0.29,0.98,0.4
