,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.47,0.53,0.21,0.8,0.88,0.56,0.66,0.63,0.98,0.83,0.72,0.7,0.84,0.39
cubefs.csv,0.58,0.51,0.23,0.74,0.7,0.34,0.45,0.99,0.19,0.69,0.74,0.49,0.52,0.23
gisgraphy.csv,0.41,0.37,0.19,0.18,0.64,0.37,0.31,0.7,0.3,0.25,0.59,0.37,0.42,0.98
iaml.csv,0.23,0.46,0.15,0.61,0.59,0.49,0.98,0.4,0.72,0.61,0.63,0.57,0.67,0.56
ivatamasks.csv,0.47,0.43,0.23,0.99,0.66,0.45,0.26,0.52,0.59,0.62,0.49,0.49,0.58,0.21
kolmafia.csv,0.44,0.53,0.26,0.69,0.59,0.52,0.38,0.33,0.22,0.57,0.98,0.56,0.68,0.36
ogrehg.csv,0.14,0.5,0.21,0.59,0.74,0.94,0.59,0.53,0.42,0.69,0.58,0.48,0.66,0.3
olex2.csv,0.48,0.49,0.19,0.58,0.64,0.42,0.42,0.52,0.34,0.63,0.57,0.97,0.46,0.21
openwbem.csv,0.46,0.94,0.22,0.7,0.72,0.51,0.43,0.78,0.65,0.55,0.63,0.51,0.71,0.52
oppna-program-hsatools.csv,0.41,0.51,0.3,0.81,0.99,0.55,0.58,0.73,0.31,0.87,0.75,0.6,0.77,0.34
orc.csv,0.06,0.02,0.93,0.18,0.56,0.04,0.38,0.44,0.0,0.29,0.62,0.0,0.16,0.52
ta3d.csv,0.45,0.49,0.18,0.74,0.71,0.45,0.61,0.64,0.82,0.69,0.56,0.6,0.97,0.47
umber.csv,0.97,0.38,0.15,0.7,0.58,0.56,0.35,0.39,0.65,0.62,0.65,0.64,0.73,0.24
xcmetadataservicestoolkit.csv,0.42,0.44,0.16,0.73,0.39,0.26,0.52,0.41,0.69,1.0,0.56,0.24,0.33,0.19
