,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.78,0.89,0.86,1.0,0.54,0.67,0.88,0.68,0.08,1.0,0.7,0.61,0.57,0.98
cubefs.csv,0.4,0.61,0.59,0.64,0.47,0.77,0.81,0.06,0.95,0.57,0.56,0.67,0.68,0.94
gisgraphy.csv,0.63,0.71,0.67,0.9,1.09,0.73,0.81,0.74,1.12,0.98,0.56,0.76,0.74,0.05
iaml.csv,0.9,0.67,0.85,0.6,0.86,0.64,0.04,0.8,0.65,0.8,0.65,0.63,0.59,0.58
ivatamasks.csv,0.52,0.65,0.58,0.01,0.69,0.67,0.88,0.68,0.74,0.6,0.69,0.66,0.74,0.93
kolmafia.csv,0.56,0.55,0.52,0.48,0.58,0.58,0.82,0.8,0.92,0.75,0.04,0.58,0.62,0.77
ogrehg.csv,0.99,0.58,0.67,0.59,0.92,0.08,0.85,0.72,0.75,0.69,0.78,0.73,1.04,0.77
olex2.csv,0.51,0.6,0.66,0.58,0.53,0.69,0.76,0.67,0.83,0.62,0.57,0.04,0.73,0.95
openwbem.csv,0.66,0.1,0.61,0.96,0.82,0.84,0.77,0.97,0.95,0.77,0.65,0.76,0.79,0.63
oppna-program-hsatools.csv,0.91,0.94,0.49,1.0,0.02,0.81,0.81,0.8,0.82,0.73,0.72,0.53,0.71,1.04
orc.csv,1.16,0.99,0.12,0.9,0.85,0.98,0.77,0.74,1.0,0.93,0.99,1.0,0.91,0.68
ta3d.csv,0.64,0.62,0.86,0.91,0.86,0.72,0.67,0.71,0.61,0.69,0.73,0.78,0.06,0.74
umber.csv,0.02,0.72,0.83,0.62,0.6,0.77,0.82,0.76,0.83,0.57,0.51,0.78,0.9,0.83
xcmetadataservicestoolkit.csv,0.7,0.65,0.82,0.48,0.77,0.83,0.72,0.8,0.76,0.0,0.64,0.85,0.8,0.93
