,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,1.0,0.0,12.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0
cubefs.csv,15.0,3.0,12.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,11.0
gisgraphy.csv,1.0,1.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
iaml.csv,0.0,15.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ivatamasks.csv,17.0,5.0,14.0,0.0,0.0,13.0,3.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0
kolmafia.csv,0.0,0.0,28.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0
ogrehg.csv,2.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,11.0,3.0,0.0
olex2.csv,0.0,0.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0
openwbem.csv,27.0,0.0,22.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,1.0
oppna-program-hsatools.csv,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0
orc.csv,2.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,159.0,1.0,5.0,130.0,0.0,1.0
ta3d.csv,26.0,11.0,21.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
umber.csv,0.0,2.0,70.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0
xcmetadataservicestoolkit.csv,2.0,9.0,76.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,10.0
