,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.78,0.88,0.86,1.0,0.52,0.63,0.86,0.53,0.08,1.0,0.69,0.61,0.56,0.94
cubefs.csv,0.36,0.51,0.32,0.6,0.17,0.36,0.55,0.06,0.33,0.4,0.54,0.42,0.31,0.65
gisgraphy.csv,0.51,0.27,0.37,0.06,1.0,0.21,0.2,0.68,0.81,0.53,0.28,0.32,0.19,0.0
iaml.csv,0.64,0.51,0.76,0.36,0.7,0.47,0.01,0.35,0.56,0.67,0.56,0.51,0.44,0.56
ivatamasks.csv,0.31,0.32,0.38,0.0,0.52,0.42,0.32,0.32,0.53,0.33,0.38,0.38,0.56,0.58
kolmafia.csv,0.29,0.36,0.42,0.26,0.09,0.41,0.47,0.09,0.31,0.53,0.0,0.41,0.5,0.58
ogrehg.csv,0.6,0.3,0.25,0.26,0.87,0.03,0.78,0.44,0.22,0.6,0.69,0.55,1.0,0.35
olex2.csv,0.4,0.41,0.43,0.19,0.0,0.39,0.38,0.26,0.28,0.4,0.26,0.01,0.31,0.6
openwbem.csv,0.64,0.01,0.52,0.94,0.74,0.8,0.43,0.97,0.86,0.53,0.56,0.65,0.75,0.6
oppna-program-hsatools.csv,0.91,0.93,0.49,1.0,0.0,0.8,0.72,0.76,0.08,0.73,0.72,0.37,0.69,0.98
orc.csv,0.75,0.0,0.0,0.09,0.65,0.03,0.3,0.26,0.0,0.47,0.97,0.0,0.0,0.67
ta3d.csv,0.6,0.47,0.84,0.89,0.78,0.55,0.56,0.59,0.58,0.6,0.59,0.76,0.0,0.71
umber.csv,0.02,0.38,0.71,0.53,0.17,0.75,0.35,0.18,0.72,0.27,0.33,0.77,0.88,0.15
xcmetadataservicestoolkit.csv,0.67,0.18,0.73,0.34,0.17,0.17,0.5,0.38,0.67,0.0,0.44,0.17,0.0,0.52
