,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.46,0.04,0.63,0.39,0.0,0.39
exl.csv,0.71,0.67,0.57,0.59,0.38,0.73
opennms.csv,0.68,0.13,0.2,0.08,0.12,0.0
phet.csv,0.71,0.64,0.1,0.55,0.0,0.1
runuomondains.csv,0.75,0.48,0.9,0.5,0.75,0.93
