,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.49,0.05,0.66,0.44,0.0,0.44
exl.csv,0.53,0.56,0.48,0.64,0.41,0.76
opennms.csv,0.69,0.16,0.24,0.1,0.14,0.0
phet.csv,0.64,0.65,0.12,0.0,0.0,0.12
runuomondains.csv,0.58,0.45,0.59,0.56,0.77,0.77
