,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.68,0.74,0.78,0.55
miranda-icq.csv,0.76,0.82,0.52,0.71
red5.csv,0.46,0.85,0.78,0.88
thrust.csv,0.73,0.51,0.91,0.69
